Date,AI,Arbitrage,diversification,DTI,Hedge fund,insurance,IPO,lipstick,LTV,Monopoly,nuclear,weapon,welfare,Abe Shinzo,Angela Merkel,arts,banking,bear market,bonds,bubble,bull market,buy,call option,cancer,car,cash,chance,color,conflict,consume,consumption,cpi,crash,credit,crisis,culture,death,debt,default,depressions,derivatives,disaster,dividend,Donald Trump,dow jones,drug,earnings,earthquake,economics,economy,energy,environment,fed,finance,financial markets,fine,fond,food,forex,Francis,freedom,fun,gain,gains,garden,gdp,gold,greed,growth,happy,headlines,health,hedge,holiday,home,house,housing,hurricane,inflation,invest,investment,IS,Islamic,Kim Jong Un,kitchen,labor,law,leverage,lifestyle,loss,markets,marriage,metals,money,movie,nasdaq,North Korea,nyse,office,oil,opportunity,ore,politics,portfolio,present,profit,put option,rare earths,Ben Bernanke,election,Francis,Jean-Claude Trichet,Mario Draghi,referendum,Xi Jinping,Vladimir Putin
2007-12-03,-0.070588235,0.472727273,0.015384615,0.326923077,1.129032258,0.818181818,0.730769231,0,-0.152542373,-0.25,0.227272727,-0.152777778,0.564102564,-0.84974125,-0.053965124,0.010925321,-0.05647772,-0.450726383,0,0.080503969,-0.315586923,-0.029616253,-0.054024378,0.034170227,-0.013066688,0.056042831,0.070980308,0.099414024,0,0.099247862,0.099247862,-0.216097513,0,0.023660103,0.059858385,0.010807249,0.10613742,0.089137357,0.010691701,1.062451471,-0.026834656,-0.015030703,0.260033699,-0.021491286,-0.173453219,0.091466817,0.019790033,0,0.028356532,0,0.044184011,-0.109419544,0.184442369,0.029184092,0.019790033,-0.013599801,-0.01226535,0.011556621,0.110388155,-0.016798116,-0.035490154,0.055920212,0.024530701,0.020189586,-0.038201724,0,-0.011424591,0.23517362,-0.021157196,0.048708052,0.034764177,0,-0.052958748,0,-0.034669862,0,-0.012116735,0.17525113,-0.060583673,0.043146541,0,0.055846899,0.074018356,0,0,0.010925321,0.057783103,-0.098327894,0.011295544,-0.013787306,-0.018680943,-0.044677519,0.066198435,0.047320206,0.084434532,-0.157195678,-0.044384306,-0.021383402,0,-0.01226535,0.041361917,0.079935015,0.059858385,0,0,0.011556621,0,0,1.833333333,0.25,0.056603774,0,0,0.449275362,-1,-0.244186047
2007-12-04,-0.012658228,-0.012345679,0.121212121,-0.072463768,0.121212121,0.0625,0.133333333,-0.28,0.32,-0.128205128,0.086419753,0.032786885,0,5.655186472,0.171130447,-0.021614498,0.023943354,-0.117226609,-0.1768957,-0.024835315,0.092221185,0,0.628206632,-0.016520601,0,0,0.110460027,-0.030141518,0,0.116083368,0.116083368,0.252696464,0,0.011556621,-0.045182176,0.010691701,0.047976598,-0.023383475,0,0.185450439,0.013787306,0.10682051,0.012898152,0.417302811,0,-0.023943354,0.194059879,0.153127949,-0.041361918,-0.032775965,-0.010578598,-0.145201936,-0.051906949,0.028356532,-0.135841916,0.013787306,0.012417657,0,-0.011046003,-0.068340454,0.012265351,0.013239687,-0.011971677,-0.019790033,-0.013239687,-0.026834656,0.011556621,-0.054399205,0.043228996,0,-0.100788694,0,0.111840425,-0.047320206,0,0.044677519,0,-0.149118027,0.116083368,-0.096511141,-0.022591088,-0.021157196,-0.022972406,0,-0.024233469,-0.021614498,0.010925321,-0.13328408,-0.067016278,-0.013980053,0.019036564,-0.023383475,0.024835315,-0.022591088,-0.025953475,0.133225025,0.139337307,0.021850643,-0.011830051,-0.124176575,-0.13239687,-0.049345571,-0.067773264,0.031735794,0.031735794,0.045698364,0.719415135,56.55186471,-0.764705882,0,0.053571429,-1,0,-0.82,0,-0.015384615
2007-12-05,0,-0.2,0.175675676,0.125,-0.040540541,-0.035294118,0.019607843,0.111111111,-0.272727273,0.088235294,0.056818182,-0.031746032,0.032786885,0,-0.097416103,0.011046003,0,0.132793545,-0.107456431,0.089137357,0.309593284,-0.015260073,-0.397519076,-0.050394347,0.026479374,0.01768957,-0.119366775,-0.031078265,0.024078697,-0.057783103,-0.057783103,0.018338366,0.121137514,-0.057122955,-0.011830051,0.010578598,-0.015260073,-0.083801739,0.010578598,-0.121674619,0.054399205,-0.013787306,0.076403449,-0.480393093,0,0.036796052,-0.146268956,-0.132793545,0.01438218,0.05647772,-0.032075103,-0.039200064,0.13687198,-0.027574612,0.179652203,0.054399205,-0.049061402,0.011424591,-0.111693797,0.055015097,0.024233469,0.013066688,0.012116735,0.060568757,0.040251985,0,0,0.186968345,-0.051797108,-0.046445769,0.074723775,-0.034273773,-0.062868973,0.024835315,-0.011971677,-0.021383402,-0.036796052,-0.035050226,-0.104009585,0.030520146,0.011556621,0.010807249,-0.070537636,0,0,-0.044184011,-0.010807249,0.125820478,0.083801739,-0.042534798,0.037361887,-0.011971677,-0.121167346,0.011556621,-0.186515035,-0.047025091,0,-0.010691701,-0.023943354,0.198495724,0.091560437,-0.025953475,-0.024233469,-0.051266021,-0.051266021,0,0.278937925,0.032754146,7,-0.2,-0.016949153,0,0.03030303,-0.5,0,-0.328125
2007-12-06,0.012820513,0.140625,-0.528735632,-0.111111111,0.211267606,-0.012195122,-0.076923077,-0.15,0.604166667,0,-0.064516129,0.081967213,-0.015873016,-0.84974125,-0.215860496,-0.06555193,-0.070150425,0.351679826,0.192629576,0.023383475,0.042982572,0.030993103,-0.058217964,-0.03537914,-0.025796304,0.017382088,0,-0.021383402,-0.141075273,-0.159449558,-0.159449558,-0.18008126,0.072032504,0.012116735,-0.071830062,-0.1674858,-0.077482757,-0.065333441,-0.062807175,-0.296850496,0,-0.097860372,-0.023660103,1.103473402,0.209852876,-0.035490154,-0.057109694,0,-0.085069596,-0.20314232,-0.055230014,-0.122398211,-0.168550879,-0.042534798,-0.24747534,-0.038694456,0.090287064,-0.079068808,0.012573795,0.052146265,0.023660103,0.090287064,-0.083801739,-0.152292517,0.012898152,-0.110298447,0,0.012116735,-0.098327894,0.146124156,-0.10429253,-0.094640411,-0.040251985,-0.036350204,-0.012116735,-0.021850643,-0.063669541,0.036323368,-0.090287064,-0.029616253,-0.114245909,-0.064150206,-0.075890794,0,-0.062088288,-0.057783103,-0.098327894,0.024835315,-0.022092005,-0.103656887,-0.072032504,-0.048466938,-0.082723835,-0.034273773,0.065508291,-0.22205507,-0.1222968,-0.054036245,-0.049061402,-0.236601028,-0.069900266,-0.133225025,-0.024835315,-0.172915983,-0.172915983,-0.185730467,-0.375618772,-0.983175442,-0.40625,0,-0.017241379,-1,-1,-0.333333333,0,-0.534883721
2007-12-07,-0.025316456,-0.260273973,0.170731707,-0.015625,-0.151162791,-0.074074074,-0.104166667,0.058823529,-0.155844156,-0.027027027,-0.114942529,-0.060606061,-0.258064516,0,-0.06882082,-0.058458688,-0.176033124,-0.260179829,-0.323033371,-0.045698364,-0.43271769,0.105214923,0.370900877,-0.220060388,0.026479374,-0.10251068,0.011295544,-0.098327894,-0.027374396,-0.189696596,-0.189696596,-0.373376199,0.268769851,-0.203518508,-0.038694456,-0.13831174,0,-0.279601062,-0.078185658,-0.365882972,-0.335351952,-0.154965514,-0.242334692,-0.198495724,-0.520359658,-0.196245609,-0.383602128,-0.306255898,-0.201455168,-0.161007939,-0.339060389,-0.294434476,-0.405438829,-0.459051928,-0.278266244,-0.067086641,0.070980308,-0.049061402,-0.04967063,-0.148685407,-0.057783103,0.106470463,-0.14373357,-0.202108728,0.012733908,-0.232448271,0.011424591,0.203518508,-0.181751019,0.042498059,-0.09702994,-0.392000644,-0.307561168,-0.13831174,0.024530701,-0.01116938,-0.380794434,0.070100452,-0.411169715,-0.274681312,-0.3224538,-0.114245909,0.164246376,0,0.158876244,-0.380225868,-0.302918365,-0.218101223,-0.135546527,-0.165206007,-0.116435928,-0.114605173,-0.450921098,-0.070980308,-0.430365528,-0.126861347,-0.603794996,-0.159944273,-0.154777824,-0.046489654,-0.135276329,-0.030740395,-0.20374253,-0.052266753,-0.052266753,-0.268346565,-0.135841916,0,-0.368421053,0,0.035087719,0,0,0,0,0.05
2007-12-10,0,-0.129032258,0.96,0.692307692,0.386363636,0.860465116,0.958333333,-0.047619048,-0.087719298,-0.24,0.380952381,-0.197368421,0.555555556,-0.361631839,0.114086965,0.011295544,-0.058458688,-0.314779314,0,0,0.072236091,-0.028356532,0.718608812,0.018338366,-0.038201724,0.034764177,0.055230014,0.033508139,-0.025296931,0,0,0.270121891,-0.018680943,0,-0.031735793,-0.01116938,-0.016798116,0.041361917,0.067773264,1.416628151,-0.051592608,-0.085069596,0.116083368,-0.100947928,0.284887123,0.013066688,0.135841916,-0.153127949,0.042534798,0.036350204,0.033508139,0.028356532,0.985865185,0.058368183,-0.044913051,-0.038201724,0.025147589,-0.011691738,0.063669541,-0.068340454,-0.04676695,-0.013599801,0.063669541,-0.058217964,-0.026133376,0.087552275,0.011691737,-0.095182823,0.083801739,0,0.065889917,-0.011830051,-0.01438218,-0.035490154,-0.023943354,-0.011046003,0,0.245351582,0,0,-0.035075213,0.033886632,0.089826101,143.2647239,-0.04676695,0.01116938,0.034669862,0.302025789,0,-0.028356532,0.147273898,-0.022849182,0,-0.011830051,0.307403949,0.21161291,0.044384306,0.010807249,-0.024530701,-0.132552033,0.057528722,0,0.04967063,-0.009947231,-0.009947231,0.024233469,-0.306432963,0,0.5,0,-0.033333333,0,0.466666667,0,0,-0.575
2007-12-11,-0.119047619,0.444444444,-0.153061224,0.090909091,0.147540984,0.0125,-0.021276596,-0.1,0.096153846,-0.131578947,-0.057471264,0.163934426,-0.053571429,0.566494167,0.051202002,-0.044677519,-0.012417658,0.765639744,-0.096314788,0.012573795,-0.202108728,-0.043776138,-0.20906701,0,-0.013239687,0.688722744,-0.073275038,0.010807249,0,0.03537914,0.03537914,-0.198495724,-0.076146259,-0.024233469,-0.043701286,-0.033886632,0,0.013239687,-0.021157196,-0.481521676,0.149597813,0.046489654,-0.138679447,-0.202108728,-0.073907172,0.012898152,-0.136680907,0,-0.081598807,-0.0935339,-0.032421747,0,-0.37568519,-0.041361918,-0.023512546,-0.052958748,0,0.011830051,-0.131688446,-0.055015097,0.073592104,0.068936529,0.035915031,0.020605604,0.013417328,-0.080503969,0,0.210391282,-0.011046003,0.044384306,-0.061816813,-0.023943354,0.014592046,-0.024530701,0.012265351,0.033508139,-0.013066688,0,0.058368183,0.030520146,-0.024233469,-0.010925322,-0.061816813,-0.993068299,-0.049061402,0.011046003,-0.022338759,-0.055230014,-0.033886632,0,-0.055015097,-0.070150425,0,0.035915031,-0.094050182,-0.310495807,0.042498059,0,-0.050295178,-0.050935632,0.027199602,0.051906949,-0.035490154,-0.020094346,-0.020094346,-0.023660103,-0.063117385,56.55186471,0.722222222,0,-0.051724138,0,-0.5,0,-1,2.058823529
2007-12-12,0.067567568,-0.076923077,0.180722892,-0.194444444,-0.114285714,-0.024691358,-0.02173913,0.055555556,-0.403508772,0.03030303,0.012195122,-0.126760563,-0.037735849,-0.361631839,-0.097416103,0,-0.012573795,-0.173453219,0.10658002,0.086923602,0.14072422,0.015260073,-0.049561802,0,0,-0.149208469,-0.011295544,-0.032075103,-0.103813898,-0.085425567,-0.085425567,-0.08844785,0.14423923,0.024835315,-0.011424591,-0.035075213,-0.017085113,-0.065333441,0.010807249,-0.484550056,-0.16562072,-0.014808127,0.053669313,-0.084434532,-0.079805361,0.012733908,-0.019790033,0,0.029616253,0.077388912,-0.055846899,0.013787306,-0.193421576,-0.043146541,0.072236091,0.069900266,0.036796052,-0.011691738,0.068936529,0.038811976,-0.102821318,0.051592608,-0.046226482,-0.201895857,0.026479374,0.029184092,0,0.173820884,-0.033508139,0,-0.065889918,-0.036796052,0.057528722,0,-0.036350204,-0.054036245,-0.052958748,-0.084434532,0.013787306,-0.059232507,-0.037252973,0,-0.109816529,0,0.077388912,-0.087402573,-0.034273773,-0.023383475,-0.035075213,-0.087552275,0,-0.062868973,-0.013599801,-0.01155662,-0.207627796,0,-0.0815312,-0.042766804,0.039719061,0.093921297,-0.066198435,-0.049345571,-0.098122805,-0.041012817,-0.041012817,0.012116735,0.179652203,-0.982624368,0.161290323,0,-0.036363636,0,0.03030303,0,0,-0.384615385
2007-12-13,-0.037974684,-0.125,-0.285714286,0.206896552,0.016129032,-0.075949367,-0.2,-0.052631579,0.558823529,0.058823529,0,0.048387097,0.039215686,0,-0.161895372,-0.035075213,0.089137357,0.104926438,0.024078697,0.091396727,-0.197382284,0.030061407,-0.034764177,-0.09004063,0,-0.268909964,0.011424591,-0.044184011,-0.057919833,0.112085662,0.112085662,0.116435928,-0.126056882,0.024233469,-0.104009585,-0.096933877,-0.017382088,-0.111840425,0.010691701,0.78337716,-0.014178266,-0.09018422,-0.089137357,0.276663554,-0.08672661,-0.050295178,-0.020189586,0,-0.071910902,-0.107745093,-0.023660103,0.095198609,0.05329001,-0.04509211,-0.202108728,-0.052266753,-0.070980308,-0.047320206,0.090287064,-0.018680943,-0.038201724,0.049061402,-0.169634284,0.20237545,-0.012898152,-0.155960926,0.011556621,-0.08884876,-0.023113241,0.084996117,0.21161291,-0.101871265,-0.054399205,0.012573795,0.025147589,0.011424591,-0.027960106,-0.122961579,0.081598807,0,-0.051592608,-0.066276016,0.024672785,0,-0.071830062,-0.047886708,-0.08281036,0.011971677,-0.096933877,-0.095953196,0,0,-0.068936529,-0.023383475,0.098262437,0,0.044384306,0.01116938,-0.050935632,-0.085857454,-0.014178266,-0.077860423,-0.027199602,-0.117608711,-0.117608711,-0.11971677,-0.133255952,0,-0.555555556,0,0.018867925,0,0.029411765,-0.25,0,-0.28125
2007-12-14,0.013157895,-0.095238095,-0.157142857,-0.228571429,-0.015873016,-0.02739726,0.027777778,-0.111111111,-0.188679245,0,-0.192771084,-0.030769231,-0.075471698,-0.84974125,-0.257557933,-0.096933877,-0.233834751,-0.379849497,-0.235125455,-0.104678625,0,0.102144321,-0.234105639,-0.217690364,0.026834656,-0.079960996,-0.011295544,-0.104009585,0.092221185,-0.218375504,-0.218375504,-0.347641767,0.185450439,-0.224770977,-0.12898152,-0.201259923,-0.01768957,-0.173145219,-0.14810037,0.52711934,-0.417083232,-0.099123604,-0.167760637,0.048157394,-0.474811872,-0.119157183,-0.350295273,-0.18081592,-0.278937925,-0.22809458,-0.339268568,-0.14901189,-0.354157038,-0.409252336,-0.506607192,-0.110298447,0.076403449,-0.037252973,-0.08281036,-0.133255952,0.026479374,0.0935339,-0.102144321,-0.231430411,0.039200064,-0.268769851,0.057122955,0,-0.272091182,0,-0.252277843,-0.396991449,-0.316407969,-0.124176575,0.024530701,-0.05647772,-0.35955451,-0.17525113,-0.276623481,-0.393511862,-0.380794434,-0.130130565,-0.144472182,0,0.090287064,-0.452656605,-0.296657496,-0.449541953,-0.053669313,-0.10613742,-0.232871855,-0.174425267,-0.503476308,-0.047886708,-0.417530477,-0.253303596,-0.552474765,-0.209874052,-0.161007939,-0.295181221,-0.273261428,-0.197013908,-0.18174069,-0.096933877,-0.096933877,-0.285595826,-0.702825787,79.1726106,-0.0625,-0.25,0,0,0.057142857,0,0,0.304347826
2007-12-17,-0.034883721,0.777777778,0.328125,0.094339623,0.615384615,1.025641026,0.590909091,0.133333333,-0.295081967,-0.26,0.120689655,-0.301204819,0.777777778,0,0.117226609,0.011830051,0.011691737,0.344104102,-0.026645005,0.059150257,0.372496403,0.013980053,0.168128493,0,0.012898152,-0.066082403,0.022338759,0.1256705,0.059647211,0.115644205,0.115644205,0.376200728,0.020605604,0.062088288,0,0.013599801,0.054024378,0.061986206,0.068547545,0.029823606,0.162073134,0.10613742,0.145636557,0.148036713,-0.073907172,0.085069596,-0.021039128,-0.18081592,-0.016520601,-0.040251985,0.024233469,-0.135998012,0.079935015,0.030061407,-0.252696464,0,-0.0935339,0.057783103,-0.115566206,0,0.013239687,0.052266753,0.069900266,-0.023512546,-0.013417328,0.225967149,0.011295544,0.081260531,-0.050295178,0.127494176,0.390530899,0,0.097512637,0,-0.023660103,0,0,-0.075384973,-0.107338626,0.048756318,0,0.035915031,0.264865667,0,-0.024233469,-0.024233469,0.025467816,-0.032504212,-0.012116735,0.031984398,0,0.012898152,0.22389079,-0.011830051,0.184442369,0.607126351,-0.108970105,-0.041437686,-0.013239687,-0.093921298,-0.063669541,0.065508291,-0.027574612,0.070980308,0.070980308,-0.013787306,0.015496551,0.360295602,0,0.333333333,0.019607843,0,0,0,0,-0.189189189
